loan_id,age,annual_income,employment_type,years_employed,loan_amount,loan_term_months,interest_rate,loan_purpose,credit_score,num_credit_lines,debt_to_income_ratio,has_collateral,num_late_payments,region,default
LN000642,59.0,70671.73,Full-Time,6.8,15500.0,36,9.28,personal,688.0,4,0.4417,1,0.0,East,0
LN000643,27.0,144507.74,full_time,5.9,8300.0,48,13.05,home improvement,,2,0.3286,1,,North,1
LN000644,65.0,22105.38,full_time,8.4,72200.0,60,10.99,home,605.0,5,0.4795,0,1.0,East,1
LN000645,66.0,9031.68,Full Time,1.9,47000.0,60,16.81,personal,728.0,6,0.4761,0,0.0,West,0
LN000646,53.0,22343.0,self_employed,1.2,2800.0,36,17.13,personal,,4,0.4748,0,1.0,West,0
LN000647,66.0,96591.82,Full-Time,8.2,26400.0,36,13.98%,car,708.0,5,0.4457,1,1.0,East,0
LN000648,42.0,16709.87,unemployed,,19100.0,48,15.13,EDUCATION,510.0,5,0.167,0,0.0,East,1
LN000649,37.0,,part_time,1.7,7200.0,36,5.48,Personal,597.0,5,0.5308,1,0.0,West,0
LN000650,42.0,101608.79,full_time,2.1,6000.0,48,16.89,PERSONAL,771.0,0,0.4181,0,1.0,West,0
LN000651,32.0,54974.34,unemployed,0.3,2600.0,36,14.76,personal,643.0,2,0.5084,0,0.0,South,0
LN000652,58.0,33663.88,full_time,7.4,22300.0,24,9.29,personal,640.0,4,0.5322,0,2.0,West,1
LN000653,57.0,50673.4,part_time,6.3,4500.0,48,9.58,EDUCATION,643.0,4,0.3701,1,1.0,East,0
LN000654,56.0,70731.93,full_time,4.0,17100.0,36,11.37%,car,776.0,4,0.4354,0,0.0,West,0
LN000655,40.0,64542.93,full_time,6.3,5600.0,12,20.5,personal,590.0,6,0.1654,0,0.0,South,0
LN000656,41.0,139217.9,Full Time,2.3,5100.0,36,10.9%,Personal,704.0,5,0.398,0,3.0,North,1
LN000657,39.0,41937.62,part_time,1.8,13900.0,36,9.18,Car,671.0,2,0.4203,0,1.0,North,1
LN000658,62.0,22460.07,part_time,9.9,36300.0,48,9.21,Personal,541.0,6,0.2309,1,0.0,East,0
LN000659,35.0,20203.91,SELF_EMPLOYED,2.7,7200.0,48,4.34,Eduaction,626.0,5,0.4091,1,1.0,East,0
LN000660,36.0,,self_employed,1.1,12700.0,24,14.96,PERSONAL,583.0,5,0.42,1,4.0,East,0
LN000661,52.0,55147.54,unemployed,6.9,14500.0,12,15.08,education,548.0,3,0.3746,0,0.0,East,1
LN000662,22.0,42590.17,full_time,2.0,12500.0,48,3.0,Car,746.0,4,0.5153,0,0.0,South,0
LN000663,24.0,49990.72,UNEMPLOYED,1.2,17100.0,60,17.89,HOME,552.0,2,0.2007,0,0.0,North,0
LN000664,37.0,35516.91,unemployed,0.1,13500.0,60,11.26%,PERSONAL,710.0,3,0.5085,0,0.0,South,0
LN000665,44.0,25182.38,Full Time,17.6,3300.0,36,9.46,Personal,581.0,5,0.253,0,1.0,West,0
LN000666,32.0,70869.93,full_time,3.1,37900.0,36,5.7,personal,759.0,2,0.2243,0,0.0,East,0
LN000667,33.0,11183.13,part_time,,18300.0,60,6.8,education,616.0,1,,0,0.0,East,1
LN000668,31.0,30304.23,Full Time,7.1,11300.0,36,13.63,home,677.0,4,0.3881,1,0.0,South,0
LN000669,53.0,78581.7,unemployed,10.9,6000.0,24,15.69,home,605.0,5,0.4977,0,0.0,West,1
LN000670,37.0,28552.42,Full-Time,3.8,10000.0,48,7.74,business,477.0,3,0.2757,0,4.0,North,1
LN000671,29.0,62007.17,full_time,0.1,26900.0,36,4.54,education,517.0,1,0.291,1,1.0,North,0
LN000672,59.0,30328.54,self_employed,2.3,4600.0,48,11.0,HOME,498.0,1,0.1266,1,0.0,North,0
LN000673,33.0,37290.47,full_time,1.4,6800.0,48,7.86%,personal,670.0,3,0.3299,0,1.0,South,0
LN000674,45.0,69213.58,fulltime,5.1,12500.0,60,12.3,personal,648.0,3,0.2184,1,2.0,East,0
LN000675,49.0,22772.09,part_time,3.7,3700.0,24,15.73,Car,698.0,3,0.4852,0,0.0,West,1
LN000676,29.0,76662.43,unemployed,2.2,6100.0,36,7.91,business,596.0,3,0.4332,0,0.0,East,0
LN000677,49.0,50390.22,full_time,5.2,10700.0,48,13.76,Personal,476.0,2,0.1166,1,0.0,West,0
LN000678,57.0,104178.74,self_employed,4.4,1900.0,36,16.61,Personal,754.0,4,0.3057,1,0.0,East,0
LN000679,47.0,55541.73,full_time,11.8,11000.0,36,12.65,car,729.0,7,0.5163,1,0.0,East,0
LN000680,29.0,25804.6,full_time,4.5,4700.0,48,13.88,CAR,680.0,4,0.1736,0,2.0,South,1
LN000681,49.0,138246.92,Full-Time,3.5,34400.0,36,9.0%,home,739.0,3,0.2033,0,1.0,East,0
LN000682,49.0,27131.05,FULL TIME,8.7,8600.0,36,17.2,home improvement,642.0,3,0.4095,1,0.0,South,0
LN000683,58.0,42774.88,full_time,1.1,24100.0,24,13.93,business,671.0,7,0.2915,0,1.0,South,0
LN000684,62.0,87068.06,part_time,1.4,18200.0,48,7.97,personal,594.0,4,0.4336,0,0.0,West,0
LN000685,57.0,15867.74,full_time,7.7,7100.0,48,19.14,PERSONAL,564.0,4,0.459,1,0.0,North,0
LN000686,48.0,116285.24,self_employed,2.9,17700.0,48,3.01%,Personal,524.0,7,0.6613,0,1.0,West,0
LN000687,38.0,24574.62,full_time,2.6,52100.0,36,16.42,Home,590.0,2,0.1668,0,0.0,North,0
LN000688,30.0,37309.39,full_time,10.9,13900.0,36,7.16,PERSONAL,850.0,3,0.6873,0,1.0,North,0
LN000689,54.0,58297.51,full_time,4.7,10100.0,24,12.19,personal,528.0,1,0.5906,1,0.0,East,0
LN000690,41.0,47809.35,unemployed,8.1,18100.0,36,16.83,personal,,1,0.3762,0,1.0,East,1
LN000691,34.0,78708.44,Full-Time,8.3,19700.0,36,6.56,Personal,659.0,6,0.5549,0,2.0,South,0
LN000692,49.0,18760.62,full_time,0.6,9900.0,12,13.48,CAR,842.0,1,0.2442,1,,South,0
LN000693,50.0,75846.8,Part-Time,5.3,1300.0,24,4.09,business,566.0,5,0.3789,0,0.0,West,0
LN000694,34.0,79566.26,part_time,15.2,6500.0,48,10.85,car,600.0,5,0.214,1,0.0,East,0
LN000695,67.0,90901.84,Full-Time,3.3,4700.0,60,17.74,educat,704.0,5,0.6257,0,0.0,East,0
LN000696,56.0,18886.52,self_employed,6.6,13100.0,36,11.16,HOME,699.0,2,0.3433,1,0.0,North,0
LN000697,27.0,20305.33,full_time,4.2,34200.0,24,15.7,home,,5,0.6281,0,0.0,East,1
LN000698,39.0,39917.68,fulltime,1.1,19700.0,60,15.27,Business,583.0,5,0.2672,0,0.0,South,0
LN000699,26.0,21666.11,part_time,1.1,9000.0,60,6.84%,personal,686.0,4,0.2686,1,0.0,North,0
LN000700,46.0,16607.66,full_time,2.8,16500.0,48,6.06,personal,626.0,2,0.4725,1,0.0,North,0
LN000701,23.0,38898.91,full_time,3.3,13100.0,36,14.59,PERSONAL,673.0,4,0.1166,1,3.0,North,0
LN000702,31.0,56412.99,part_time,3.5,20300.0,24,13.69,car,636.0,2,0.23,0,1.0,North,0
LN000703,51.0,262862.86,FULL TIME,15.5,21200.0,60,8.21,home,678.0,4,,0,0.0,West,0
LN000704,66.0,68132.19,FULL TIME,0.5,37900.0,60,10.72,personal,686.0,3,0.1402,1,0.0,South,0
LN000705,26.0,140275.27,part time,2.4,12000.0,48,12.9,car,494.0,8,,1,0.0,East,0
LN000706,54.0,47739.26,full_time,3.6,3200.0,60,9.28,home,613.0,4,0.3535,1,0.0,South,0
LN000707,22.0,68578.86,unemployed,16.5,4600.0,24,15.74,education,677.0,4,0.2329,1,0.0,West,1
LN000708,39.0,44905.58,self_employed,3.5,13500.0,24,11.98,home,715.0,5,0.529,1,0.0,South,0
LN000709,53.0,245210.9,FULL TIME,7.5,10800.0,24,11.2,personal,623.0,3,0.2997,1,3.0,West,0
LN000710,32.0,32488.63,full_time,6.9,23800.0,24,10.42,Bussiness,502.0,4,0.4843,0,0.0,North,0
LN000711,42.0,35242.76,part_time,4.2,30600.0,48,13.88,personal,750.0,6,0.4397,0,2.0,South,1
LN000712,47.0,79057.0,Self-Employed,0.7,13800.0,60,11.55,Education,718.0,4,0.5431,0,1.0,South,0
LN000713,46.0,55519.18,self_employed,1.2,4900.0,24,4.48,car,658.0,2,0.3823,0,1.0,South,0
LN000714,43.0,38006.13,full_time,1.4,20900.0,36,19.22,car,613.0,5,0.0329,1,2.0,North,0
LN000715,48.0,87223.26,Full-Time,0.2,16700.0,36,3.23,car,698.0,7,0.6539,1,0.0,East,0
LN000716,34.0,47825.38,full_time,2.4,22200.0,24,17.58,personal,614.0,5,0.4125,0,,South,0
LN000717,54.0,47623.52,Full Time,4.7,7500.0,60,8.5,home improvement,720.0,4,0.4062,0,0.0,East,0
LN000718,55.0,56294.35,self_employed,0.8,145000.0,36,9.72,Business,,4,0.3972,0,0.0,East,0
LN000719,62.0,17318.45,self_employed,1.0,3300.0,36,19.48,BUSINESS,611.0,5,0.1677,0,0.0,East,1
LN000720,56.0,18845.84,selfemployed,6.1,14400.0,24,3.0,personal,712.0,3,0.5934,0,1.0,North,1
LN000721,22.0,94102.26,full_time,0.9,23700.0,36,11.56,car,598.0,8,0.398,1,-1.0,West,0
LN000722,42.0,32657.28,self_employed,0.7,25900.0,48,17.28,Personal,732.0,3,0.4603,0,1.0,North,0
LN000723,27.0,45262.28,full_time,19.0,13500.0,36,9.53,PERSONAL,630.0,3,0.395,1,0.0,West,0
LN000724,49.0,128986.52,fulltime,0.1,22000.0,24,13.44%,home improvement,766.0,5,0.2908,0,0.0,East,0
LN000725,38.0,46503.35,Full Time,2.0,27600.0,36,16.58%,education,628.0,6,0.3812,0,1.0,West,0
LN000726,26.0,43215.16,Part-Time,0.2,14600.0,36,11.5,education,578.0,3,0.2716,0,2.0,North,0
LN000727,52.0,83922.29,fulltime,9.1,16000.0,24,17.51,business,623.0,4,0.3297,1,1.0,North,0
LN000728,26.0,34236.28,full_time,4.4,22300.0,24,11.85,education,632.0,3,0.1863,0,1.0,West,0
LN000729,59.0,100887.12,self_employed,0.2,13600.0,24,9.74,home,669.0,7,0.4233,0,0.0,North,0
LN000730,24.0,82895.39,full_time,4.8,38800.0,60,13.83,Education,624.0,2,0.1895,0,2.0,South,0
LN000731,44.0,147001.77,full_time,0.7,29700.0,24,16.58,home,670.0,5,0.4534,0,1.0,North,0
LN000732,58.0,32396.13,full_time,3.4,10500.0,12,9.04,HOME,671.0,6,0.3864,0,0.0,East,0
LN000733,58.0,111322.29,full_time,5.5,7500.0,48,10.94,personal,616.0,0,0.3033,0,0.0,North,0
LN000734,31.0,,unemployed,0.8,24800.0,48,7.33,auto,676.0,4,0.3837,0,1.0,South,0
LN000735,31.0,22132.01,self_employed,3.4,14300.0,36,10.45,CAR,603.0,4,0.4936,0,0.0,North,1
LN000736,40.0,10324.7,Self Employed,3.1,8300.0,48,9.87,home,810.0,5,,1,0.0,East,0
LN000737,38.0,30369.19,part time,12.4,9100.0,36,13.02,home improvement,674.0,7,0.3315,0,1.0,East,0
LN000738,42.0,58419.71,Self Employed,27.2,22400.0,24,4.75,Home,699.0,1,0.3292,0,2.0,South,0
LN000739,35.0,63729.88,selfemployed,5.3,9200.0,36,11.15,Home,634.0,6,0.3553,0,0.0,North,0
LN000740,30.0,47313.52,unemployed,9.7,42500.0,36,15.05,Personal,592.0,5,0.58,1,1.0,East,1
LN000741,67.0,47568.33,part_time,5.2,6000.0,12,13.83,home improvement,717.0,3,0.5062,1,1.0,South,1
LN000742,22.0,45451.63,FULL TIME,10.4,8900.0,24,15.29,home,676.0,7,0.555,1,0.0,East,0
LN000743,66.0,91010.51,full_time,2.8,6300.0,60,14.81,car,441.0,1,0.2708,1,2.0,East,0
LN000744,34.0,20706.98,full_time,,5000.0,36,15.0,education,804.0,6,0.4569,0,4.0,North,1
LN000745,25.0,57582.5,full_time,9.3,7100.0,36,7.87,home,709.0,5,0.7145,0,0.0,South,0
LN000746,22.0,29922.0,full_time,12.5,8900.0,60,8.9,personal,620.0,4,0.3402,0,0.0,West,0
LN000747,61.0,28454.89,full_time,0.1,9500.0,24,15.34,education,,1,0.3514,0,0.0,South,1
LN000748,53.0,99283.86,self_employed,0.5,2400.0,24,3.75,personal,684.0,3,,0,0.0,North,0
LN000749,55.0,27174.71,parttime,13.4,5100.0,48,4.78,Auto,690.0,2,0.573,1,0.0,West,0
LN000750,49.0,45084.29,FULL TIME,4.2,15400.0,24,10.75,Car,580.0,6,0.5231,0,1.0,East,1
LN000751,52.0,158752.08,full_time,23.1,7600.0,36,11.74,personal,656.0,5,0.3291,0,1.0,North,0
LN000752,29.0,81052.0,part_time,7.9,30700.0,48,9.62,Car,674.0,3,0.5345,0,0.0,East,0
LN000753,60.0,37310.04,part_time,8.5,11000.0,24,4.53,Personal,749.0,7,0.3276,0,4.0,East,1
LN000754,47.0,39205.65,self_employed,2.4,21500.0,24,16.53,business,658.0,3,0.7104,1,0.0,East,0
LN000755,55.0,23474.69,Full-Time,1.5,9900.0,36,9.34,car,684.0,3,0.0828,0,0.0,North,0
LN000756,24.0,106978.93,UNEMPLOYED,4.6,27800.0,48,6.18,personal,577.0,2,0.0946,1,0.0,East,0
LN000757,33.0,89932.18,PART TIME,10.6,2100.0,36,3.0,home,655.0,8,0.7145,1,3.0,West,0
LN000758,22.0,74010.43,part_time,6.5,14500.0,12,15.37,home,719.0,1,0.3746,0,0.0,North,0
LN000759,65.0,79070.87,full_time,3.2,45400.0,36,11.62,Bussiness,595.0,3,0.3412,0,1.0,North,0
LN000760,26.0,30800.47,self_employed,7.0,4200.0,36,8.43,BUSINESS,,2,0.0378,0,2.0,East,0
LN000761,51.0,19365.58,Part-Time,5.9,24400.0,48,15.31,home,573.0,8,0.1774,0,1.0,South,1
LN000762,51.0,68618.97,self_employed,12.2,18300.0,24,14.28,personal,542.0,7,0.1585,0,,West,1
LN000763,38.0,83544.5,full_time,1.5,4300.0,60,12.56,personal,,1,0.0424,0,0.0,East,0
LN000764,44.0,128569.9,SELF_EMPLOYED,0.6,17700.0,36,11.93,personal,695.0,1,0.241,1,0.0,East,1
LN000765,36.0,43454.33,full_time,3.2,17500.0,24,10.27,Personal,630.0,8,0.304,1,0.0,West,0
LN000766,58.0,39813.02,FULL TIME,2.2,12400.0,36,14.09,personal,581.0,1,,0,0.0,East,1
LN000767,42.0,42465.36,fulltime,18.4,33300.0,36,4.69,business,824.0,6,0.5108,0,1.0,West,0
LN000768,35.0,73309.56,self_employed,0.0,29800.0,36,10.46,education,594.0,5,0.4781,0,1.0,East,0
LN000769,23.0,,SELF_EMPLOYED,13.5,25600.0,60,6.01%,home,700.0,3,0.343,1,0.0,East,0
LN000770,32.0,47508.15,full_time,15.5,41000.0,60,13.09,PERSONAL,677.0,4,0.1889,0,0.0,East,0
LN000771,60.0,5555555.0,full_time,0.3,7000.0,24,15.44,HOME,670.0,3,0.168,0,2.0,East,0
LN000772,59.0,33674.57,Full Time,11.0,8800.0,24,12.16,home,,6,0.3035,1,0.0,South,0
LN000773,55.0,112949.08,full_time,3.2,7900.0,60,11.05,personal,752.0,5,0.2947,0,0.0,North,0
LN000774,59.0,71671.85,self_employed,7.3,8900.0,48,5.92,Eduaction,676.0,6,0.0954,1,1.0,West,0
LN000775,55.0,16081.55,unemployed,0.4,9000.0,24,13.32,education,724.0,6,0.2536,0,1.0,South,1
LN000776,39.0,35982.48,fulltime,15.5,12000.0,48,15.34,personal,741.0,4,0.2502,1,0.0,West,0
LN000777,51.0,14550.69,Full Time,4.7,9800.0,48,11.5,car,787.0,3,0.2089,0,0.0,South,0
LN000778,36.0,43564.26,Part-Time,,5600.0,24,9.58,business,570.0,2,0.2862,1,2.0,North,1
LN000779,48.0,36352.32,fulltime,5.6,25200.0,60,8.27%,education,592.0,3,0.4262,0,1.0,West,0
LN000780,55.0,,self_employed,3.8,6600.0,36,16.69,home,603.0,3,0.2855,0,0.0,East,0
LN000781,59.0,28893.99,Self Employed,0.9,47100.0,36,19.41,PERSONAL,581.0,6,0.2689,1,0.0,North,1
LN000782,54.0,61860.74,Full Time,1.0,25500.0,36,11.74,home,756.0,9,0.3146,1,1.0,South,0
LN000783,45.0,68961.84,fulltime,3.2,5200.0,24,11.7,CAR,570.0,3,0.1367,1,0.0,North,0
LN000784,36.0,57200.44,Unemployed,10.2,13100.0,36,12.83,home,620.0,7,0.3108,0,1.0,East,0
LN000785,51.0,,full_time,0.6,4300.0,48,15.43,personal,519.0,3,0.1797,0,0.0,West,0
LN000786,63.0,169561.9,self_employed,32.1,37000.0,24,15.39,business,709.0,4,0.4524,1,3.0,West,0
LN000787,38.0,52426.38,full_time,10.4,13400.0,36,17.36,business,640.0,4,0.159,1,0.0,South,0
LN000788,26.0,62511.62,fulltime,2.5,13000.0,36,12.73,car,721.0,6,0.5748,0,0.0,East,1
LN000789,50.0,28906.85,self_employed,1.5,15900.0,60,20.92,home,706.0,2,0.0204,0,,East,1
LN000790,25.0,26589.88,self_employed,12.8,11600.0,60,14.58,car,519.0,0,0.4301,0,0.0,North,1
LN000791,31.0,,part_time,0.7,7900.0,24,11.65,education,665.0,6,0.293,0,0.0,East,0
LN000792,38.0,84197.06,full_time,,12400.0,36,16.99,PERSONAL,563.0,6,0.4876,1,1.0,West,0
LN000793,31.0,26429.29,unemployed,0.4,36400.0,12,22.06,HOME,661.0,1,0.2756,1,0.0,South,0
LN000794,38.0,22360.87,self_employed,15.3,8600.0,24,9.56%,CAR,603.0,6,0.0389,1,3.0,East,0
LN000795,41.0,33215.04,self_employed,4.8,40700.0,36,10.79,car,797.0,5,0.1603,0,3.0,South,0
LN000796,45.0,45034.01,Full-Time,2.0,9200.0,12,12.99,educat,850.0,6,0.291,1,0.0,South,0
LN000797,26.0,38350.55,unemployed,1.6,15400.0,60,9.0,personal,630.0,6,0.142,0,0.0,West,1
LN000798,55.0,53976.76,full_time,2.9,64100.0,48,15.96,PERSONAL,658.0,6,0.3759,1,2.0,West,0
LN000799,27.0,84985.63,self_employed,0.5,21000.0,36,10.48,business,467.0,4,0.4926,0,1.0,North,0
LN000800,23.0,,full_time,11.0,17700.0,36,10.12,home improvement,518.0,3,0.2361,0,1.0,South,0
LN000801,34.0,67620.91,Self Employed,3.6,22500.0,60,14.19,auto,681.0,5,0.422,1,2.0,South,0
LN000802,64.0,11260.75,full_time,6.5,29700.0,12,18.99,business,647.0,4,0.3839,1,0.0,North,0
LN000803,64.0,18613.79,FULL TIME,1.3,6800.0,24,7.5,home improvement,684.0,2,0.4441,0,0.0,South,0
LN000804,32.0,30397.81,selfemployed,3.5,19900.0,36,7.24,Auto,586.0,5,0.2516,1,0.0,North,0
LN000805,44.0,33562.47,full_time,1.2,16400.0,36,12.36,Home,674.0,8,0.4242,0,0.0,North,0
LN000806,37.0,81137.19,full_time,8.5,2400.0,60,6.12,home,448.0,2,0.4432,0,3.0,North,1
LN000807,52.0,28930.72,part time,7.5,16300.0,24,9.49,home improvement,601.0,6,0.4206,0,1.0,West,0
LN000808,32.0,73141.89,self_employed,0.8,6100.0,36,11.4%,Car,687.0,5,,0,0.0,South,0
LN000809,37.0,30605.55,unemployed,0.4,14600.0,48,15.91,Auto,786.0,2,0.3403,0,1.0,East,0
LN000810,29.0,23848.33,FULL TIME,8.7,29400.0,48,6.7,car,641.0,3,0.2648,1,0.0,North,1
LN000811,25.0,24522.1,PART TIME,0.6,6300.0,48,11.05,business,697.0,2,0.4082,0,0.0,West,0
LN000812,61.0,190034.31,Full-Time,4.0,12100.0,36,9.13,Car,596.0,7,0.1588,0,2.0,South,0
LN000813,25.0,30199.51,full_time,3.8,9500.0,24,8.35,auto,685.0,4,0.2836,1,3.0,West,0
LN000814,46.0,74205.41,selfemployed,1.1,33300.0,60,12.7,personal,610.0,2,0.6566,0,1.0,North,1
LN000815,24.0,19246.43,Self-Employed,4.5,8600.0,24,13.87,BUSINESS,806.0,4,0.2467,0,0.0,South,0
LN000816,53.0,,part_time,3.5,15900.0,48,11.5,personal,624.0,2,0.2237,0,2.0,North,1
LN000817,24.0,60441.1,full_time,3.6,22100.0,60,13.59,home improvement,636.0,6,0.2562,0,0.0,South,0
LN000818,48.0,57779.38,selfemployed,2.2,24500.0,36,7.59,business,712.0,6,0.1375,0,0.0,South,0
LN000819,50.0,62836.81,self_employed,9.1,6200.0,60,13.96,personal,690.0,4,0.248,0,1.0,South,1
LN000820,53.0,67130.91,unemployed ,0.4,10900.0,24,14.42,business,621.0,8,,1,1.0,East,1
LN000821,40.0,79653.43,Full Time,2.9,48100.0,60,14.55,Education,683.0,6,0.3597,0,1.0,East,0
LN000822,42.0,34219.18,full_time,1.5,13200.0,36,3.59,home,566.0,2,0.3783,0,1.0,West,0
LN000823,26.0,33039.1,self_employed,9.4,30500.0,24,14.83,Home,668.0,9,0.4536,1,1.0,West,0
LN000824,39.0,50490.19,full_time,1.3,69300.0,48,13.86,car,694.0,7,0.2351,1,1.0,South,0
LN000825,49.0,73913.94,SELF_EMPLOYED,7.3,12700.0,60,16.83,Car,616.0,1,0.6777,1,0.0,South,0
LN000826,63.0,47098.98,self_employed,4.7,26000.0,36,7.39%,Auto,620.0,4,0.1781,1,0.0,North,0
LN000827,43.0,77990.4,fulltime,10.4,28700.0,48,13.31,business,600.0,3,0.2997,1,0.0,North,0
LN000828,42.0,71018.95,unemployed,4.5,4500.0,48,10.51,home,535.0,9,0.4157,1,3.0,East,0
LN000829,27.0,43036.77,full_time,4.1,18400.0,48,5.07,Eduaction,683.0,1,0.2706,1,0.0,South,0
LN000830,22.0,,full_time,8.1,44500.0,36,12.36,BUSINESS,612.0,3,0.3381,1,0.0,South,0
LN000831,26.0,36238.71,Full-Time,4.1,3800.0,48,4.59,personal,695.0,2,0.2658,1,0.0,North,0
LN000832,62.0,139480.26,full_time,9.3,12200.0,36,10.92%,HOME,635.0,6,0.3999,1,1.0,West,0
LN000833,33.0,60116.27,UNEMPLOYED,,14600.0,36,11.37,Eduaction,699.0,5,,1,0.0,West,0
LN000834,47.0,33398.62,full_time,3.4,12300.0,24,9.4,personal,513.0,0,0.5739,1,0.0,East,0
LN000835,67.0,56976.32,PART TIME,8.4,11400.0,60,12.94,personal,558.0,2,0.2243,0,0.0,South,0
LN000836,55.0,73569.55,FULL TIME,9.4,5500.0,36,6.35%,business,583.0,2,0.2886,0,1.0,South,0
LN000837,35.0,33408.33,full_time,9.0,18200.0,24,8.48,personal,746.0,1,0.3628,1,0.0,West,0
LN000838,47.0,102870.93,Self Employed,4.6,7400.0,24,18.71,personal,682.0,6,0.0938,1,0.0,East,0
LN000839,66.0,66000.58,self_employed,25.6,7500.0,24,9.72,auto,629.0,6,0.557,0,1.0,East,1
LN000840,48.0,25337.85,self_employed,1.0,3000.0,12,9.81,CAR,612.0,4,0.6101,1,1.0,East,0
LN000841,30.0,81946.33,unemployed ,1.0,4300.0,36,8.6,EDUCATION,698.0,4,0.3246,1,1.0,East,1
LN000842,47.0,38339.35,full_time,0.2,43600.0,60,16.1,auto,603.0,3,0.3472,0,1.0,South,0
LN000843,43.0,44025.39,full_time,22.7,14200.0,12,13.55,personal,709.0,5,0.4847,0,0.0,North,1
LN000844,51.0,26646.65,full_time,2.1,24100.0,60,7.75,Home,633.0,2,0.3586,1,0.0,West,0
LN000845,64.0,,fulltime,7.2,6600.0,24,12.97,Car,753.0,8,0.3265,1,0.0,South,0
LN000846,38.0,44832.15,part_time,0.3,2800.0,48,16.2,home,574.0,7,0.3448,0,,North,1
LN000847,47.0,73442.21,full_time,1.8,7900.0,48,14.44,Personal,640.0,6,0.5734,1,1.0,South,0
LN000848,57.0,35221.45,Unemployed,4.9,2900.0,48,15.44,education,576.0,6,,0,0.0,North,0
LN000849,22.0,32884.54,Self Employed,3.7,7600.0,36,18.62,Bussiness,780.0,1,0.0433,0,3.0,North,0
LN000850,29.0,31323.93,part_time,1.2,33500.0,48,6.94,personal,652.0,10,0.7169,0,0.0,West,0
LN000851,56.0,62169.47,Full Time,3.1,12300.0,36,13.98,PERSONAL,569.0,4,0.4127,0,1.0,West,0
LN000852,36.0,32590.96,self_employed,0.6,42600.0,24,8.93,Home,578.0,6,0.4352,1,2.0,East,0
LN000853,43.0,43396.43,full_time,,21100.0,24,8.75%,education,691.0,4,0.3062,0,0.0,South,0
LN000854,35.0,35916.2,parttime,0.5,31400.0,12,12.64,HOME,505.0,1,0.6373,0,1.0,West,1
LN000855,47.0,63834.58,full_time,5.1,11000.0,36,7.75,Personal,636.0,3,0.2175,0,0.0,West,0
LN000856,49.0,17306.17,Full-Time,0.8,4400.0,48,11.29,PERSONAL,582.0,3,0.0424,0,0.0,East,0
LN000857,44.0,56852.74,full_time,4.0,5900.0,60,17.2,Personal,637.0,3,0.4083,1,1.0,West,0
LN000858,35.0,138524.98,UNEMPLOYED,0.7,35600.0,24,15.2,CAR,658.0,0,0.0944,0,1.0,South,0
LN000859,45.0,102910.57,FULL TIME,2.6,15400.0,36,6.7,car,642.0,3,0.3944,1,1.0,South,0
LN000860,23.0,33860.63,full_time,2.2,4400.0,24,5.75,Personal,629.0,3,0.4979,0,1.0,East,1
LN000861,66.0,65957.18,self_employed,7.1,22500.0,48,11.04,business,663.0,3,,0,0.0,West,0
LN000862,47.0,58708.47,FULL TIME,5.1,3800.0,60,9.51,PERSONAL,790.0,6,0.318,0,1.0,North,0
LN000863,35.0,118377.65,Full Time,13.8,19300.0,24,14.24,PERSONAL,752.0,3,0.177,0,1.0,North,0
LN000864,28.0,10871.84,full_time,12.7,10900.0,60,7.79,car,623.0,7,0.2804,0,2.0,North,0
LN000865,24.0,95580.15,Full Time,6.5,23200.0,24,12.95,educat,708.0,3,0.1775,0,1.0,North,0
LN000866,44.0,41751.45,unemployed,7.4,10800.0,24,13.56,Bussiness,704.0,9,0.6736,0,0.0,South,1
LN000867,67.0,31384.29,Self Employed,4.9,23900.0,12,11.61,personal,620.0,2,,0,0.0,East,0
LN000868,64.0,30850.83,unemployed,5.9,3900.0,12,12.21,Business,647.0,4,0.0757,1,0.0,South,0
LN000869,66.0,22472.69,full_time,4.8,17500.0,12,19.79,personal,693.0,3,0.6284,0,1.0,North,0
LN000870,39.0,33912.16,self_employed,1.9,9400.0,36,11.36,personal,592.0,0,0.4122,0,0.0,West,0
LN000871,59.0,25646.43,UNEMPLOYED,2.2,18000.0,48,15.35,Home,631.0,4,0.3452,1,0.0,West,1
LN000872,56.0,54618.63,full_time,4.3,10400.0,24,7.5,CAR,634.0,2,0.4262,0,0.0,South,0
LN000873,36.0,69840.03,fulltime,6.4,6500.0,24,9.54,business,628.0,4,0.3949,0,4.0,East,1
LN000874,46.0,42026.51,part_time,2.6,12300.0,24,8.65,home,625.0,5,0.4744,1,1.0,South,0
LN000875,58.0,120551.69,full_time,0.8,36000.0,48,15.78,auto,685.0,2,0.5552,1,0.0,East,0
LN000876,49.0,35275.62,full_time,3.1,8200.0,24,13.84,personal,652.0,3,0.3582,1,0.0,East,0
LN000877,31.0,40728.47,Full-Time,16.5,15700.0,12,15.22,HOME,701.0,2,0.4565,0,0.0,North,1
LN000878,60.0,36909.92,full_time,1.2,7800.0,12,11.66,Car,850.0,9,0.2109,0,1.0,North,0
LN000879,38.0,70204.76,fulltime,5.2,2800.0,12,5.63,car,607.0,2,0.3547,0,0.0,East,0
LN000880,60.0,74588.69,part_time,20.2,14200.0,36,14.0,home,667.0,3,0.4105,0,0.0,West,1
LN000881,43.0,65987.47,full_time,2.4,300500.0,12,13.29,home,691.0,2,0.3663,0,2.0,South,1
