Marketing_Spend,Price,Sales,Month,Region,Product_Category,Channel
5776.83,34.31,1015.97,5,South,Basic,Online
5089.52,40.22,718.79,10,North,Basic,Retail
1216.59,38.19,222.25,3,West,Basic,Retail
3772.99,31.94,814.74,11,North,Basic,Online
2377.91,40.89,632.56,11,West,Basic,Online
3185.02,44.3,594.69,3,South,Basic,Online
1574.91,35.02,327.87,7,West,Basic,Retail
3282.28,34.45,592.63,11,East,Basic,Retail
1291.46,31.25,363.69,10,West,Basic,Online
1962.12,37.54,289.04,1,West,Basic,Retail
6304.97,35.87,1185.54,4,North,Basic,Online
2062.52,38.41,550.32,10,West,Basic,Online
2239.44,115.57,42.33,8,South,Premium,Retail
3131.83,108.91,448.18,4,South,Premium,Online
3212.01,114.9,330.34,1,South,Premium,Online
3408.26,45.37,716.33,5,South,Basic,Online
2287.09,114.49,216.12,1,North,Premium,Online
1944.43,49.7,280.62,9,East,Basic,Retail
3153.96,35.81,481.09,8,South,Basic,Retail
5011.84,40.4,579.03,7,East,Basic,Retail
2018.32,119.18,92.5,5,West,Premium,Online
2708.17,112.49,256.09,4,South,Premium,Online
1564.65,31.09,548.39,7,South,Basic,Online
2687.82,44.52,575.74,3,North,Basic,Online
3701.37,125.47,292.74,8,North,Premium,Retail
3959.29,126.96,134.68,5,North,Premium,Retail
2077.54,113.59,190.73,5,South,Premium,Online
2891.12,41.85,412.12,1,North,Basic,Retail
2592.09,40.19,335.31,10,West,Basic,Retail
1756.74,34.77,620.79,11,East,Basic,Online
1737.13,118.08,0.0,8,South,Premium,Retail
4933.11,121.4,668.07,7,East,Premium,Online
3361.15,52.08,743.52,1,North,Basic,Online
3901.32,38.07,921.1,12,South,Basic,Online
2589.77,111.22,352.86,12,East,Premium,Online
1542.42,114.39,22.49,4,South,Premium,Online
3670.82,120.9,307.54,4,South,Premium,Online
3818.21,25.49,863.83,12,West,Basic,Online
957.89,118.34,0.0,9,West,Premium,Retail
2437.84,121.82,12.87,10,East,Premium,Retail
5680.49,41.23,555.14,2,East,Basic,Retail
4080.2,117.13,471.47,4,East,Premium,Online
2186.11,30.17,567.55,10,North,Basic,Online
3190.08,124.93,301.91,3,South,Premium,Online
2981.56,118.73,362.46,10,North,Premium,Online
6207.95,39.09,1111.2,5,South,Basic,Online
1843.06,43.52,284.79,12,South,Basic,Retail
6066.48,46.05,647.85,7,North,Basic,Retail
1340.56,118.93,0.0,5,West,Premium,Retail
3258.06,116.33,210.08,5,West,Premium,Online
4164.35,41.52,807.07,4,East,Basic,Online
4069.53,126.17,112.13,9,South,Premium,Retail
5004.16,44.03,888.54,6,West,Basic,Online
1647.27,34.47,506.7,10,North,Basic,Online
3936.91,33.88,866.35,6,East,Basic,Online
5200.28,101.8,733.48,11,North,Premium,Online
6415.52,41.89,1191.03,6,East,Basic,Online
2032.47,118.08,0.0,6,North,Premium,Retail
1503.25,42.48,274.22,1,West,Basic,Retail
1832.95,99.89,115.12,11,West,Premium,Online
4130.95,35.15,892.97,6,North,Basic,Online
2734.68,122.46,89.97,4,South,Premium,Retail
3288.53,31.62,681.43,2,West,Basic,Online
3316.61,126.32,348.54,6,South,Premium,Online
2664.47,123.04,146.09,1,West,Premium,Online
3752.76,116.77,611.46,12,East,Premium,Online
2180.66,123.84,0.0,1,South,Premium,Retail
1171.82,110.64,57.57,5,North,Premium,Retail
2686.4,44.71,631.61,6,North,Basic,Online
3967.8,121.16,456.08,2,East,Premium,Online
2422.81,115.95,216.45,10,South,Premium,Online
2983.83,36.99,612.51,8,South,Basic,Online
4280.77,123.91,70.33,4,South,Premium,Retail
5223.16,105.35,384.86,12,East,Premium,Retail
2018.21,122.1,7.12,4,West,Premium,Online
4487.22,116.78,135.19,10,West,Premium,Retail
2217.25,40.82,411.07,5,South,Basic,Retail
3287.73,41.0,402.95,10,West,Basic,Retail
3067.02,32.57,694.8,4,East,Basic,Online
2950.46,28.09,748.48,11,East,Basic,Online
3290.59,121.25,43.75,5,West,Premium,Retail
2179.47,38.95,518.04,10,North,Basic,Online
2493.32,41.4,435.69,3,North,Basic,Retail
2893.77,114.93,25.06,8,West,Premium,Retail
2571.47,124.38,82.7,6,South,Premium,Retail
1920.62,45.14,434.38,8,West,Basic,Online
2881.21,38.62,314.32,5,West,Basic,Retail
6252.39,33.54,1297.75,7,North,Basic,Online
2469.76,37.17,308.6,10,West,Basic,Retail
2654.51,119.03,266.56,7,South,Premium,Online
9914.73,119.79,1470.04,6,South,Premium,Online
2901.47,46.77,343.44,12,East,Basic,Retail
2507.32,121.63,326.68,10,West,Premium,Online
876.96,37.96,365.21,4,North,Basic,Online
1749.74,122.66,69.65,6,South,Premium,Retail
5251.4,40.82,924.26,9,East,Basic,Online
14168.41,108.22,982.86,11,East,Premium,Retail
7018.16,44.45,1332.38,12,East,Basic,Online
1674.45,36.87,285.63,4,North,Basic,Retail
4188.06,43.0,517.25,6,North,Basic,Retail
3138.01,42.05,601.45,6,South,Basic,Online
2386.1,126.5,111.39,3,West,Premium,Online
1820.69,29.09,568.79,4,North,Basic,Online
4132.24,123.56,482.35,3,North,Premium,Online
1584.15,112.17,22.92,3,West,Premium,Online
950.33,112.35,0.0,10,North,Premium,Retail
2945.59,106.04,460.19,12,West,Premium,Online
984.71,31.95,419.29,4,East,Basic,Online
1594.59,45.93,302.55,4,West,Basic,Retail
5411.34,125.51,613.98,6,North,Premium,Online
5443.11,35.75,1072.51,4,North,Basic,Online
5242.52,38.18,919.49,6,East,Basic,Online
2527.06,123.14,133.75,2,West,Premium,Online
1995.19,48.35,334.12,4,East,Basic,Retail
1763.73,120.75,14.77,2,North,Premium,Retail
7681.04,108.38,1168.47,12,East,Premium,Online
2233.23,32.24,588.02,8,East,Basic,Online
4161.12,104.89,655.76,12,East,Premium,Online
4068.78,47.18,788.8,9,East,Basic,Online
1185.82,34.06,243.64,7,West,Basic,Retail
1327.06,119.52,175.69,6,East,Premium,Online
5391.04,116.42,754.64,8,North,Premium,Online
1537.52,115.91,110.99,4,South,Premium,Online
3076.15,112.24,177.79,10,North,Premium,Retail
2062.44,35.0,509.62,11,South,Basic,Retail
2731.15,128.16,0.0,2,South,Premium,Retail
3208.53,39.94,459.04,4,North,Basic,Retail
4651.57,41.97,859.06,5,South,Basic,Online
3992.53,32.0,797.73,9,North,Basic,Online
3101.65,117.05,304.33,5,West,Premium,Online
5017.88,39.07,557.45,9,West,Basic,Retail
1724.06,119.39,40.33,9,North,Premium,Retail
3625.83,119.71,347.26,8,West,Premium,Online
3647.32,41.22,395.27,5,South,Basic,Retail
1021.31,32.97,440.99,12,North,Basic,Retail
5315.33,36.35,498.8,2,North,Basic,Retail
2746.09,39.2,507.64,5,South,Basic,Online
3904.96,117.55,246.6,11,East,Premium,Retail
2495.1,35.52,555.91,1,East,Basic,Online
4120.99,117.68,103.24,8,North,Premium,Retail
3015.66,118.35,76.24,2,North,Premium,Retail
2253.94,40.82,528.93,7,South,Basic,Online
2773.4,112.33,94.02,11,North,Premium,Retail
3355.72,41.94,564.91,2,North,Basic,Retail
8008.21,32.03,1390.57,12,North,Basic,Online
2990.17,37.97,634.3,11,West,Basic,Online
1568.14,46.64,387.89,5,West,Basic,Online
2838.36,40.22,260.21,10,South,Basic,Retail
2530.49,118.69,129.73,7,West,Premium,Retail
5364.1,47.78,959.8,6,South,Basic,Online
2115.67,111.17,123.9,5,South,Premium,Online
2239.58,39.85,642.11,6,North,Basic,Online
6312.08,40.92,1164.28,2,East,Basic,Online
2265.69,40.64,500.15,10,West,Basic,Online
2072.4,120.74,110.41,1,East,Premium,Online
2175.35,33.44,490.96,1,South,Basic,Online
7422.59,37.89,1362.71,8,East,Basic,Online
7510.89,38.09,693.6,3,North,Basic,Retail
2030.93,102.97,156.68,11,West,Premium,Retail
2218.1,32.77,442.57,3,South,Basic,Retail
2798.59,126.33,0.0,9,South,Premium,Retail
1701.43,39.99,592.25,6,East,Basic,Online
2475.39,112.99,239.9,4,East,Premium,Online
7656.71,34.6,1298.08,4,North,Basic,Online
2781.03,39.82,446.2,7,East,Basic,Retail
5969.68,44.55,647.1,6,North,Basic,Retail
2472.18,115.59,53.06,2,East,Premium,Retail
880.46,42.79,247.87,9,West,Basic,Retail
3584.62,127.23,89.04,2,West,Premium,Retail
3364.06,41.86,693.73,8,East,Basic,Online
5636.51,35.25,1140.45,4,South,Basic,Online
3582.29,38.66,733.99,10,North,Basic,Online
3124.02,37.73,706.46,1,East,Basic,Online
3308.03,117.63,154.61,1,North,Premium,Retail
3511.1,117.49,402.17,9,South,Premium,Online
1498.8,115.06,157.97,4,North,Premium,Online
5272.16,34.6,964.41,1,North,Basic,Online
3069.22,41.47,618.26,3,East,Basic,Online
3311.04,122.21,314.65,3,North,Premium,Online
4749.53,44.26,994.37,7,East,Basic,Online
5614.96,112.59,730.73,6,South,Premium,Online
5434.62,45.04,600.69,8,North,Basic,Retail
5044.08,125.41,602.45,7,South,Premium,Online
1219.77,114.75,0.0,1,North,Premium,Retail
2592.05,115.53,58.1,3,North,Premium,Retail
1672.6,33.71,278.16,9,East,Basic,Retail
2900.94,34.51,428.95,4,North,Basic,Retail
3238.48,41.49,687.97,11,West,Basic,Online
10328.1,106.24,1432.71,12,North,Premium,Online
2237.18,108.75,362.92,11,North,Premium,Online
3952.81,29.7,881.69,12,East,Basic,Online
2547.75,33.19,399.95,3,South,Basic,Retail
2169.49,36.01,361.93,5,North,Basic,Retail
3699.58,120.45,481.57,8,South,Premium,Online
8574.19,38.23,1437.01,1,North,Basic,Online
3300.31,117.26,312.67,2,West,Premium,Online
6038.69,36.06,693.63,7,South,Basic,Retail
2062.89,37.27,289.84,1,East,Basic,Retail
4101.64,102.85,297.66,11,West,Premium,Retail
1681.08,43.43,347.17,5,South,Basic,Retail
1893.62,40.9,460.59,10,West,Basic,Online
1676.85,37.72,490.54,8,South,Basic,Online
2191.99,37.56,677.15,6,West,Basic,Online
3354.29,40.53,562.18,3,North,Basic,Online
6455.42,44.75,692.48,7,East,Basic,Retail
2808.27,114.46,347.91,3,South,Premium,Online
3395.28,40.77,345.76,12,South,Basic,Retail
5216.41,114.47,599.56,5,East,Premium,Online
3401.58,116.47,489.67,7,East,Premium,Online
2108.13,116.64,207.51,2,North,Premium,Online
2219.08,123.06,242.59,10,North,Premium,Online
4221.38,37.58,356.76,4,East,Basic,Retail
3324.44,29.11,629.31,2,East,Basic,Online
3092.32,115.16,77.87,7,West,Premium,Retail
1706.56,49.72,326.16,3,East,Basic,Retail
5131.47,31.1,1004.76,9,West,Basic,Online
7392.78,27.54,737.81,11,East,Basic,Retail
4466.52,43.16,878.37,6,North,Basic,Online
4045.31,43.45,510.03,1,North,Basic,Retail
1906.75,38.17,309.4,10,East,Basic,Retail
5712.69,42.64,647.64,8,East,Basic,Retail
5353.1,115.44,726.45,7,North,Premium,Online
1701.15,34.43,413.33,1,South,Basic,Online
3436.12,125.93,329.41,3,West,Premium,Online
3618.8,35.92,684.27,3,South,Basic,Online
2627.52,113.26,0.0,3,South,Premium,Retail
3844.86,31.57,403.01,7,South,Basic,Retail
4045.48,45.62,826.38,6,North,Basic,Online
3442.08,35.96,686.42,11,South,Basic,Online
4182.74,40.66,814.27,12,South,Basic,Online
2794.57,126.71,276.29,2,North,Premium,Online
2327.38,115.11,270.67,5,East,Premium,Online
6161.1,49.59,1107.79,6,South,Basic,Online
2238.47,37.03,370.84,12,West,Basic,Retail
2607.86,39.56,531.81,2,West,Basic,Online
2635.77,46.05,598.05,1,North,Basic,Online
1722.76,40.21,276.5,4,East,Basic,Retail
7481.21,114.25,906.8,12,South,Premium,Online
1199.35,37.59,220.81,4,West,Basic,Retail
3200.02,122.0,81.78,4,North,Premium,Retail
2403.04,127.01,3.8,1,East,Premium,Retail
3863.93,120.54,383.73,3,East,Premium,Online
3826.6,37.18,828.22,7,North,Basic,Online
3340.07,120.4,146.37,4,North,Premium,Retail
2894.96,117.97,4.46,2,East,Premium,Retail
5128.22,38.82,976.4,8,East,Basic,Online
8192.4,41.83,1536.96,11,South,Basic,Online
1344.7,118.25,10.11,1,East,Premium,Online
3069.57,121.81,192.24,9,South,Premium,Online
1991.86,41.66,527.31,5,East,Basic,Online
2360.75,45.57,455.55,2,North,Basic,Online
1826.59,34.08,442.53,4,West,Basic,Online
2346.48,41.04,376.13,3,North,Basic,Retail
6193.86,48.3,1182.95,7,South,Basic,Online
2851.76,36.72,495.86,6,North,Basic,Retail
3949.76,117.85,148.79,11,North,Premium,Retail
5596.45,106.51,868.88,12,South,Premium,Online
2304.27,106.77,108.45,11,North,Premium,Retail
1602.07,44.04,190.21,9,West,Basic,Retail
3271.32,118.35,437.54,4,North,Premium,Online
1661.6,27.5,459.63,12,South,Basic,Online
7309.1,41.21,1289.6,3,South,Basic,Online
3389.01,120.68,138.21,7,North,Premium,Retail
4348.41,37.29,547.77,6,North,Basic,Retail
2710.23,37.97,730.88,5,South,Basic,Online
3223.72,29.69,424.19,10,South,Basic,Retail
3456.12,36.51,623.1,7,South,Basic,Online
3804.59,121.17,317.3,5,South,Premium,Online
4568.2,120.86,172.39,9,East,Premium,Retail
1533.73,115.05,105.97,12,North,Premium,Online
3267.83,129.29,0.0,4,South,Premium,Retail
1807.63,115.88,8.83,1,West,Premium,Retail
1472.82,115.55,0.0,10,South,Premium,Retail
2055.02,41.17,584.99,12,East,Basic,Online
2530.03,119.22,84.3,5,South,Premium,Retail
2893.55,39.09,413.89,1,East,Basic,Retail
2969.2,122.84,291.81,12,East,Premium,Online
1679.88,45.32,456.89,1,South,Basic,Online
2952.06,118.38,332.63,1,West,Premium,Online
2761.06,122.56,52.3,1,North,Premium,Retail
4430.82,121.07,177.78,8,North,Premium,Retail
4244.35,111.16,519.61,2,East,Premium,Online
3874.01,41.77,424.47,9,West,Basic,Retail
5595.51,38.52,1043.0,7,North,Basic,Online
1621.76,33.05,435.29,11,North,Basic,Retail
3257.22,37.33,687.12,3,North,Basic,Online
5129.74,33.08,1004.13,9,North,Basic,Online
4562.58,31.66,917.32,4,East,Basic,Online
11155.86,35.8,1930.72,7,South,Basic,Online
3612.57,115.81,90.3,3,South,Premium,Retail
1614.36,127.02,11.61,5,South,Premium,Online
1606.35,46.08,522.88,4,North,Basic,Online
4236.95,36.97,996.89,6,North,Basic,Online
4211.35,39.24,937.9,12,East,Basic,Online
1792.22,39.97,268.89,9,West,Basic,Retail
3241.02,37.34,416.5,5,West,Basic,Retail
1055.1,34.6,323.26,1,North,Basic,Online
2275.32,37.64,510.09,5,West,Basic,Online
1115.11,36.83,256.6,5,East,Basic,Online
1817.0,39.22,257.31,9,East,Basic,Retail
2616.04,50.27,393.97,8,South,Basic,Retail
3885.91,119.53,164.43,5,South,Premium,Retail
1397.22,113.78,0.0,5,South,Premium,Retail
2516.54,38.99,326.99,2,North,Basic,Retail
2114.03,45.82,346.69,9,North,Basic,Retail
3911.12,44.17,733.43,11,North,Basic,Online
2485.14,32.57,655.9,4,South,Basic,Online
3510.78,39.41,712.89,7,East,Basic,Online
2207.15,40.96,490.6,10,South,Basic,Online
3992.42,45.03,558.25,6,North,Basic,Retail
4604.19,38.35,846.5,5,West,Basic,Online
3608.73,105.64,454.24,11,West,Premium,Online
9714.47,33.36,1747.48,11,East,Basic,Online
2904.46,32.81,590.25,5,West,Basic,Online
5372.58,43.83,1039.32,7,South,Basic,Online
1629.62,35.25,269.35,2,West,Basic,Retail
2541.07,112.15,0.0,9,North,Premium,Retail
2105.64,117.66,59.53,2,South,Premium,Retail
1886.75,30.97,501.57,9,North,Basic,Online
2923.76,103.82,459.15,11,North,Premium,Online
3841.5,36.95,749.53,4,North,Basic,Online
4541.92,39.54,376.0,10,East,Basic,Retail
5066.02,33.1,1084.96,11,East,Basic,Online
3623.94,117.87,404.67,10,East,Premium,Online
2297.86,49.38,390.5,6,North,Basic,Retail
3488.19,26.97,730.84,1,West,Basic,Online
2343.46,46.69,639.49,5,East,Basic,Online
2205.68,110.55,311.06,6,South,Premium,Online
2078.47,119.81,209.94,9,East,Premium,Online
3098.84,123.82,303.71,9,North,Premium,Online
2320.97,116.66,196.69,9,South,Premium,Online
2610.76,121.01,0.28,3,West,Premium,Retail
2257.77,123.68,53.26,4,North,Premium,Retail
4235.98,122.73,507.36,8,South,Premium,Online
2519.01,114.14,49.71,8,West,Premium,Retail
3047.91,41.25,684.37,2,East,Basic,Online
2657.14,38.9,765.34,8,North,Basic,Online
7881.51,120.03,978.73,7,North,Premium,Online
1284.82,122.45,4.18,9,North,Premium,Retail
9549.77,117.3,1261.95,5,East,Premium,Online
2996.72,120.05,76.31,2,South,Premium,Retail
1324.68,122.71,0.0,5,North,Premium,Retail
2931.27,37.01,589.63,2,West,Basic,Online
3380.36,41.16,451.77,12,South,Basic,Retail
5238.64,36.31,498.02,5,North,Basic,Retail
1612.81,48.92,323.83,9,South,Basic,Online
2145.61,41.6,526.35,7,East,Basic,Online
3947.82,41.27,529.8,7,North,Basic,Retail
2919.36,37.16,483.92,1,North,Basic,Retail
5425.78,117.02,699.84,9,West,Premium,Online
2385.5,41.31,568.46,6,South,Basic,Online
2299.06,123.68,168.7,7,South,Premium,Online
8672.54,105.13,1234.97,12,South,Premium,Online
3204.47,32.62,744.96,2,North,Basic,Online
1913.48,37.69,305.72,1,North,Basic,Retail
4201.72,106.19,207.64,11,South,Premium,Retail
1299.76,115.43,171.76,4,North,Premium,Online
4007.73,39.85,546.48,12,North,Basic,Retail
1726.08,41.17,260.61,9,West,Basic,Retail
2236.58,38.07,501.72,9,West,Basic,Online
7048.34,41.19,1372.0,11,East,Basic,Online
3400.87,50.47,526.97,3,West,Basic,Online
1611.06,42.74,321.57,1,North,Basic,Retail
2869.28,41.38,476.75,2,West,Basic,Online
2820.83,120.38,38.18,9,North,Premium,Retail
2491.64,112.13,135.07,9,West,Premium,Online
2298.82,114.96,278.09,12,West,Premium,Online
3449.81,116.45,258.29,1,East,Premium,Online
3843.03,117.32,327.07,9,West,Premium,Online
3126.04,40.68,380.91,1,East,Basic,Retail
1941.78,33.99,349.82,10,North,Basic,Retail
2756.54,124.05,342.25,4,South,Premium,Online
943.59,124.2,0.0,5,East,Premium,Retail
6939.65,35.9,679.83,8,North,Basic,Retail
2376.26,34.09,522.22,5,East,Basic,Online
1815.12,116.06,0.0,5,West,Premium,Retail
1810.36,35.28,558.61,4,North,Basic,Online
4589.04,33.69,870.28,9,East,Basic,Online
5624.6,119.14,615.3,8,West,Premium,Online
1775.11,41.52,310.11,9,West,Basic,Retail
2122.28,111.5,208.3,7,West,Premium,Online
3086.76,130.21,162.71,7,South,Premium,Retail
1977.88,34.99,322.25,5,West,Basic,Retail
4354.47,29.29,919.83,10,East,Basic,Online
3083.21,42.34,709.57,1,North,Basic,Online
3412.51,36.74,690.25,12,South,Basic,Online
5320.55,115.7,591.23,6,East,Premium,Online
1609.39,39.87,552.59,10,North,Basic,Online
3420.56,38.97,795.31,6,East,Basic,Online
3396.48,42.62,620.92,10,East,Basic,Online
2698.09,38.21,467.53,4,North,Basic,Online
3534.56,36.78,809.55,2,East,Basic,Online
3441.76,118.66,388.7,1,East,Premium,Online
3596.25,43.97,471.05,3,South,Basic,Retail
2987.8,35.56,502.1,11,North,Basic,Retail
1310.4,38.96,373.66,9,North,Basic,Online
1862.96,116.35,159.08,12,South,Premium,Online
3453.91,39.43,678.37,1,West,Basic,Online
3549.1,110.44,443.85,5,North,Premium,Online
2814.04,39.59,543.14,10,East,Basic,Online
3155.08,120.04,138.83,6,North,Premium,Retail
1808.83,41.28,324.33,9,South,Basic,Retail
2097.7,118.73,158.81,1,West,Premium,Online
2516.92,37.67,441.6,12,East,Basic,Retail
2884.62,119.2,341.61,5,North,Premium,Online
3126.39,33.28,734.54,1,South,Basic,Online
3160.02,128.68,361.3,2,North,Premium,Online
2553.82,117.95,181.19,2,South,Premium,Online
5381.38,30.5,989.89,11,East,Basic,Online
4836.23,31.98,1075.97,5,North,Basic,Online
5974.34,119.87,717.19,10,North,Premium,Online
2718.66,37.26,574.15,4,South,Basic,Online
2292.45,121.49,28.15,6,West,Premium,Retail
2229.08,50.59,229.75,5,West,Basic,Retail
2555.36,39.33,664.86,2,North,Basic,Online
3092.95,122.93,313.2,9,East,Premium,Online
3554.19,34.41,631.3,10,South,Basic,Online
3208.61,121.31,124.37,8,South,Premium,Retail
2896.75,113.42,302.74,9,East,Premium,Online
4720.48,30.11,990.73,11,West,Basic,Online
7530.19,118.53,1128.29,6,West,Premium,Online
2265.53,124.87,138.59,5,East,Premium,Online
3439.77,43.94,600.05,5,South,Basic,Online
2339.19,133.6,136.53,2,East,Premium,Retail
2312.28,35.77,356.33,11,North,Basic,Retail
2253.41,40.86,631.72,4,East,Basic,Online
2464.7,42.46,657.67,2,South,Basic,Online
6323.2,118.16,780.74,2,East,Premium,Online
6344.47,40.88,1290.08,12,North,Basic,Online
2261.5,37.3,353.43,8,North,Basic,Retail
3582.14,35.81,747.66,4,West,Basic,Online
2669.28,34.44,744.27,12,North,Basic,Online
2232.51,112.66,145.29,4,South,Premium,Online
6103.38,111.59,456.84,7,North,Premium,Retail
6533.37,39.23,726.31,4,North,Basic,Retail
1395.07,28.25,563.93,9,North,Basic,Online
3316.45,37.23,733.63,9,North,Basic,Online
4254.38,27.29,756.59,12,West,Basic,Online
2365.13,48.01,349.53,3,North,Basic,Retail
3772.7,37.24,785.78,6,West,Basic,Online
3278.39,25.42,845.14,7,East,Basic,Online
3924.73,39.35,689.55,3,South,Basic,Online
2185.42,41.33,459.59,4,East,Basic,Retail
3806.28,114.65,445.75,1,South,Premium,Online
6130.7,42.3,1243.22,11,East,Basic,Online
4783.86,120.49,496.74,9,North,Premium,Online
2815.43,38.77,400.7,7,South,Basic,Retail
830.79,42.63,303.0,10,West,Basic,Retail
3612.09,47.75,384.07,7,West,Basic,Retail
1462.8,111.65,8.72,9,West,Premium,Online
4602.67,106.63,632.37,12,South,Premium,Online
3824.46,120.13,224.23,6,East,Premium,Retail
3405.2,109.39,424.12,8,South,Premium,Online
2495.2,41.43,317.74,5,South,Basic,Retail
6505.54,128.24,361.09,8,North,Premium,Retail
7048.53,109.82,971.72,12,East,Premium,Online
2792.45,109.84,373.92,10,North,Premium,Online
1034.54,124.01,0.0,1,South,Premium,Retail
4651.34,128.22,47.36,3,West,Premium,Retail
1607.93,25.87,521.43,4,North,Basic,Online
4304.71,107.94,588.57,11,North,Premium,Online
3164.58,120.77,422.76,9,North,Premium,Online
4307.79,119.94,509.69,8,West,Premium,Online
6707.8,40.35,1266.84,8,South,Basic,Online
3041.16,39.79,664.98,2,South,Basic,Online
2308.78,118.69,15.18,7,West,Premium,Retail
3293.45,119.76,104.48,12,West,Premium,Retail
1311.19,120.45,0.0,3,South,Premium,Retail
2892.31,51.01,577.18,6,East,Basic,Online
2832.19,122.24,339.1,4,East,Premium,Online
4110.69,40.55,485.17,6,East,Basic,Retail
6103.86,113.1,761.28,4,North,Premium,Online
4560.7,41.96,850.63,3,West,Basic,Online
4478.35,113.51,614.33,2,South,Premium,Online
4374.65,36.71,513.77,4,North,Basic,Retail
3156.32,38.18,375.36,10,South,Basic,Retail
3386.97,32.93,754.63,2,North,Basic,Online
2155.35,48.8,358.2,7,North,Basic,Retail
3160.01,111.7,307.34,1,East,Premium,Online
1972.99,106.8,291.19,11,North,Premium,Online
1914.33,116.02,0.0,1,South,Premium,Retail
2493.01,32.85,270.36,5,South,Basic,Retail
4244.05,116.49,571.72,7,North,Premium,Online
2112.22,38.51,466.97,1,West,Basic,Online
1556.28,119.94,23.53,12,North,Premium,Retail
2376.21,114.76,0.0,12,South,Premium,Retail
2158.68,41.07,339.2,4,South,Basic,Retail
3561.58,42.93,807.07,5,North,Basic,Online
3654.13,38.6,456.26,2,North,Basic,Retail
2803.0,116.95,84.23,7,East,Premium,Retail
2357.84,35.97,546.04,4,West,Basic,Online
2534.71,116.4,130.45,8,North,Premium,Retail
3018.08,40.65,595.31,1,East,Basic,Online
4743.27,110.45,632.45,10,East,Premium,Online
1431.9,118.85,0.0,1,West,Premium,Retail
1223.91,45.69,268.03,1,South,Basic,Online
3251.48,119.1,323.59,4,South,Premium,Online
4109.8,119.5,132.03,1,South,Premium,Retail
3575.21,115.03,393.3,5,East,Premium,Online
2266.81,34.98,616.65,6,West,Basic,Online
3224.03,46.3,454.24,7,North,Basic,Retail
3832.73,39.7,881.08,8,South,Basic,Online
4887.11,36.7,1016.79,8,West,Basic,Online
1897.17,37.71,359.56,2,West,Basic,Online
7189.52,32.72,1294.8,12,West,Basic,Online
2116.54,120.56,0.0,4,East,Premium,Retail
2273.25,40.53,399.94,7,South,Basic,Retail
3546.44,120.6,428.78,9,East,Premium,Online
1361.22,32.4,321.77,9,East,Basic,Retail
10427.57,106.19,1447.13,11,North,Premium,Online
3649.71,120.36,375.8,3,South,Premium,Online
2840.49,36.84,490.85,12,East,Basic,Retail
2169.67,126.74,78.35,7,North,Premium,Retail
2861.29,42.38,459.15,4,East,Basic,Online
4824.31,122.92,676.36,9,East,Premium,Online
2981.36,33.95,686.91,7,West,Basic,Online
2941.48,30.28,764.56,6,North,Basic,Online
4490.61,40.59,886.08,9,North,Basic,Online
2007.65,29.86,360.08,7,East,Basic,Retail
4590.4,32.58,874.99,11,North,Basic,Online
3875.11,39.86,469.21,8,East,Basic,Retail
4676.99,38.49,974.15,11,East,Basic,Online
3971.67,118.05,474.02,5,North,Premium,Online
1929.43,46.32,464.53,4,South,Basic,Online
2719.58,35.79,563.71,1,South,Basic,Online
2731.09,35.45,401.67,8,South,Basic,Retail
3767.44,128.7,453.12,6,West,Premium,Online
1247.63,38.45,343.48,4,West,Basic,Online
1357.97,40.65,229.48,3,East,Basic,Retail
6738.15,37.18,697.13,5,East,Basic,Retail
4101.84,34.88,800.39,4,South,Basic,Online
3217.94,34.51,667.45,11,West,Basic,Online
3331.42,40.72,445.74,11,East,Basic,Retail
7982.99,38.89,778.4,7,East,Basic,Retail
1246.73,27.54,266.2,6,West,Basic,Retail
3443.06,33.8,868.61,3,North,Basic,Online
2484.71,46.47,313.12,12,West,Basic,Retail
5721.47,26.79,1131.1,10,North,Basic,Online
4839.45,102.39,663.66,11,South,Premium,Online
8099.26,39.67,870.58,12,South,Basic,Retail
4044.36,119.87,517.8,1,West,Premium,Online
2902.16,41.59,678.39,7,West,Basic,Online
2802.02,43.58,639.26,5,East,Basic,Online
4239.48,116.52,402.49,1,East,Premium,Online
4900.62,34.89,606.84,1,East,Basic,Retail
2106.54,38.9,391.79,6,West,Basic,Retail
3320.66,45.05,614.9,4,South,Basic,Online
1547.84,31.07,452.17,8,South,Basic,Online
2345.48,117.71,33.08,2,North,Premium,Retail
5540.64,40.09,691.38,4,East,Basic,Retail
7793.89,33.78,1413.38,12,East,Basic,Online
4284.93,117.38,152.08,8,South,Premium,Retail
7527.84,114.71,427.97,12,North,Premium,Retail
3148.08,118.25,254.5,8,West,Premium,Online
3176.0,43.84,722.08,5,North,Basic,Online
2746.73,120.31,315.01,3,East,Premium,Online
3079.55,125.18,0.0,4,West,Premium,Retail
11010.5,114.43,1580.75,3,South,Premium,Online
4872.82,117.07,665.66,11,North,Premium,Online
1864.13,109.38,135.96,2,East,Premium,Online
1396.33,44.02,132.21,4,West,Basic,Retail
1999.64,34.22,413.37,9,South,Basic,Online
2010.91,111.8,67.4,6,West,Premium,Retail
1784.38,48.35,346.7,4,North,Basic,Retail
3265.84,37.38,607.95,1,South,Basic,Online
2070.76,32.95,459.34,7,East,Basic,Online
3495.16,115.62,358.77,2,West,Premium,Online
5272.88,34.4,585.36,12,North,Basic,Retail
2677.94,116.81,309.43,6,West,Premium,Online
3637.84,37.59,793.13,10,East,Basic,Online
3992.74,32.54,735.47,1,South,Basic,Online
