Salary,Years_Experience,Age,Performance_Score,Education_Level,Department,Region,Job_Level,Gender
64719.0,0.0,26.0,2.9,Bachelor,Finance,East,Junior,Female
66645.0,4.0,24.0,2.2,Master,Marketing,North,Junior,
100505.0,7.0,31.0,3.7,Master,Marketing,West,Mid,Male
126660.0,15.0,39.0,3.1,Master,Marketing,South,Senior,Female
143508.0,13.0,37.0,4.9,Master,Engineering,West,Senior,Female
119883.0,14.0,36.0,3.4,Master,Sales,East,Senior,Male
91285.0,5.0,33.0,3.5,Master,HR,East,Mid,Male
81348.0,2.0,21.0,3.1,Bachelor,Engineering,East,Junior,Male
95373.0,4.0,34.0,2.2,Master,Engineering,West,Mid,Male
121147.0,8.0,29.0,,PhD,Engineering,,Mid,Male
86397.0,11.0,26.0,2.3,Bachelor,Sales,,Mid,Female
110440.0,5.0,28.0,3.9,Master,Finance,North,Mid,Male
102874.0,3.0,27.0,1.9,Master,Engineering,,Mid,Male
118745.0,14.0,36.0,2.5,Master,Marketing,South,Senior,Female
86063.0,2.0,22.0,3.3,Master,Engineering,West,Junior,Female
114326.0,7.0,28.0,3.5,PhD,Finance,East,Mid,Female
100856.0,10.0,29.0,3.7,Bachelor,Engineering,North,Mid,Male
84472.0,8.0,29.0,3.8,Bachelor,Sales,West,Mid,Male
72942.0,3.0,32.0,2.3,Master,HR,West,Mid,Male
63590.0,0.0,23.0,4.6,Master,HR,East,Junior,Female
65378.0,,24.0,,Master,Sales,South,Junior,Male
49639.0,1.0,24.0,1.8,Bachelor,Sales,South,Junior,Female
61342.0,5.0,25.0,1.3,Bachelor,Sales,North,Junior,Female
115353.0,5.0,30.0,3.7,PhD,Engineering,South,Mid,Female
86812.0,3.0,22.0,2.1,Bachelor,Engineering,South,Junior,Female
81591.0,5.0,27.0,1.8,Master,Sales,South,Mid,Female
89596.0,2.0,24.0,2.9,Master,Engineering,,Junior,Female
107165.0,5.0,33.0,3.5,Master,Engineering,East,Mid,Male
89179.0,8.0,29.0,3.5,Bachelor,Marketing,West,Mid,Female
84758.0,4.0,21.0,3.2,Master,Finance,West,Junior,Male
104089.0,7.0,29.0,5.0,PhD,Marketing,East,Mid,Female
136587.0,18.0,36.0,4.4,Bachelor,Engineering,West,Senior,Female
80435.0,0.0,21.0,2.0,Bachelor,Engineering,North,Junior,Female
98845.0,7.0,25.0,4.0,Bachelor,Finance,North,Mid,Female
73815.0,3.0,23.0,3.3,Bachelor,Engineering,West,Junior,Female
84278.0,0.0,24.0,1.3,,Engineering,South,Junior,Female
94540.0,7.0,26.0,1.2,PhD,Marketing,West,Mid,Female
86337.0,3.0,21.0,4.2,PhD,Marketing,,Junior,Male
121803.0,16.0,35.0,3.2,Master,Marketing,West,Senior,Female
95409.0,,21.0,3.3,Master,Engineering,North,Junior,Male
74682.0,0.0,21.0,2.3,Bachelor,Engineering,South,Junior,Female
108321.0,7.0,29.0,4.7,Master,Finance,North,Mid,
109822.0,4.0,25.0,3.9,Master,Engineering,West,Mid,Male
102192.0,5.0,,4.7,PhD,Marketing,East,Mid,Male
61445.0,1.0,21.0,,Master,HR,South,Junior,Female
128301.0,17.0,35.0,3.3,PhD,Marketing,South,Senior,Male
132886.0,16.0,39.0,,PhD,Sales,West,Senior,Female
114961.0,7.0,28.0,,PhD,Engineering,West,Mid,Male
117432.0,15.0,36.0,2.4,Bachelor,Marketing,South,Senior,Male
112026.0,8.0,33.0,1.9,Master,Finance,East,Mid,Male
83625.0,2.0,21.0,4.9,Master,Finance,West,Junior,Male
394249.0,0.0,28.0,3.2,Bachelor,Engineering,West,Junior,Male
68094.0,0.0,22.0,2.3,Bachelor,Engineering,West,Junior,Female
134084.0,14.0,34.0,3.7,Master,Finance,East,Senior,Male
59607.0,0.0,22.0,3.6,Bachelor,HR,South,Junior,Male
88921.0,8.0,30.0,2.4,Bachelor,Finance,North,Mid,Male
94492.0,5.0,27.0,5.0,Master,Engineering,West,Junior,Female
109990.0,8.0,32.0,4.2,PhD,Marketing,East,Mid,Female
60785.0,0.0,24.0,2.6,Master,HR,South,Junior,Male
111053.0,13.0,41.0,3.6,Bachelor,Marketing,South,Senior,Female
65582.0,2.0,21.0,3.8,Bachelor,Sales,East,Junior,Female
121356.0,12.0,,1.7,Bachelor,Engineering,West,Senior,Female
118202.0,15.0,38.0,4.5,Bachelor,Marketing,North,Senior,Male
95268.0,7.0,30.0,4.3,Bachelor,Engineering,West,Mid,Male
80626.0,4.0,21.0,4.0,PhD,Sales,South,Junior,Female
84105.0,5.0,21.0,1.9,Master,Finance,North,Junior,Female
106432.0,12.0,37.0,1.5,Bachelor,Sales,West,Senior,Male
53031.0,1.0,27.0,1.7,Bachelor,HR,North,Junior,Male
81562.0,1.0,29.0,1.4,Master,Engineering,East,Junior,Female
96180.0,5.0,28.0,4.8,Master,Marketing,West,Mid,Male
65412.0,2.0,21.0,,Bachelor,Finance,,Junior,
79970.0,1.0,26.0,1.4,PhD,Engineering,South,Junior,Male
98273.0,8.0,37.0,3.7,Bachelor,Engineering,North,Mid,Male
77632.0,9.0,33.0,2.0,Bachelor,Sales,East,Mid,Male
69272.0,2.0,21.0,1.1,Bachelor,Engineering,West,Junior,Male
85779.0,6.0,38.0,2.2,Master,HR,East,Mid,Female
92724.0,4.0,32.0,2.8,Bachelor,Finance,East,Mid,Male
85460.0,11.0,27.0,1.1,Bachelor,,North,Mid,Male
83293.0,3.0,29.0,2.3,Bachelor,Engineering,North,Junior,Male
95904.0,7.0,27.0,3.8,Master,Sales,West,Mid,Male
75749.0,6.0,28.0,1.9,Bachelor,HR,South,Mid,Male
104645.0,10.0,32.0,,Bachelor,Engineering,West,Mid,Female
58718.0,1.0,23.0,4.6,Bachelor,Marketing,East,Junior,Female
52824.0,0.0,24.0,1.1,Bachelor,Marketing,North,Junior,Male
122989.0,15.0,38.0,4.1,Master,Marketing,East,Senior,Female
83577.0,0.0,27.0,2.5,Bachelor,Engineering,North,Junior,Male
87121.0,7.0,23.0,3.2,Bachelor,HR,South,Mid,Female
143086.0,17.0,38.0,1.9,Master,Engineering,East,Senior,Male
100289.0,3.0,29.0,3.3,Bachelor,Engineering,North,Mid,Male
99534.0,5.0,27.0,3.9,Bachelor,Finance,West,Mid,
65465.0,3.0,21.0,1.8,Bachelor,HR,West,Junior,Male
142488.0,14.0,30.0,2.4,PhD,,West,Senior,Male
123415.0,7.0,27.0,3.3,Master,Engineering,East,Mid,Male
118839.0,7.0,33.0,2.7,Master,Engineering,North,Mid,Male
114067.0,8.0,32.0,2.2,,Engineering,North,Mid,Male
142607.0,13.0,37.0,2.8,PhD,Engineering,,Senior,Female
111684.0,1.0,25.0,,Master,Engineering,East,Mid,
74184.0,2.0,26.0,2.2,Master,Sales,North,Junior,Female
70014.0,3.0,33.0,3.4,Bachelor,HR,South,Mid,Female
5677.0,8.0,33.0,2.9,,Marketing,East,Mid,
72070.0,1.0,21.0,3.7,Master,Marketing,South,Junior,Male
150843.0,14.0,35.0,4.3,PhD,Engineering,South,Senior,Female
87141.0,3.0,28.0,4.8,Bachelor,Finance,West,Junior,Male
80211.0,3.0,26.0,,Master,HR,East,Mid,Female
62102.0,1.0,,3.5,Bachelor,HR,North,Junior,Male
53880.0,2.0,21.0,3.3,Bachelor,HR,South,Junior,Male
92555.0,7.0,29.0,4.5,Bachelor,Finance,East,Mid,Female
122924.0,14.0,,4.6,Master,Marketing,North,Senior,Female
100281.0,6.0,29.0,4.0,Bachelor,,West,Mid,Female
76520.0,5.0,,3.4,Master,Marketing,East,Junior,Female
88123.0,8.0,26.0,1.8,PhD,HR,East,Mid,Female
80631.0,0.0,21.0,,PhD,HR,East,Junior,Female
64121.0,4.0,25.0,3.4,Bachelor,Marketing,North,Junior,Female
88213.0,3.0,26.0,1.6,PhD,Engineering,South,Junior,Male
54458.0,2.0,24.0,1.7,Bachelor,Sales,South,Junior,
87350.0,8.0,,,Bachelor,Finance,East,Mid,Female
93208.0,4.0,25.0,4.8,Master,Marketing,East,Mid,
59948.0,5.0,22.0,1.0,Bachelor,Marketing,North,Junior,Male
128489.0,16.0,43.0,4.4,Bachelor,Engineering,West,Senior,Male
66617.0,2.0,27.0,4.8,Bachelor,Sales,East,Junior,Male
134710.0,15.0,39.0,3.1,Master,Finance,East,Senior,Female
94826.0,6.0,29.0,2.8,Bachelor,Marketing,West,Mid,Male
67698.0,,27.0,4.7,Master,HR,East,Junior,Female
116860.0,16.0,39.0,1.0,Master,Sales,South,Senior,Female
71706.0,0.0,21.0,4.4,Master,Marketing,East,Junior,Male
100307.0,7.0,32.0,2.2,PhD,Engineering,South,Mid,Female
61684.0,2.0,21.0,3.6,Bachelor,HR,North,Junior,Male
84657.0,7.0,32.0,2.3,Bachelor,,North,Mid,Male
80576.0,8.0,25.0,3.1,Bachelor,,South,Mid,Male
59730.0,2.0,,4.2,Bachelor,Marketing,South,Junior,Male
82425.0,3.0,23.0,1.7,Master,Finance,West,Junior,Female
88816.0,3.0,26.0,3.7,Bachelor,Engineering,South,Mid,Male
61826.0,2.0,21.0,4.6,,HR,South,Junior,Male
89940.0,2.0,22.0,4.6,Master,Engineering,East,Junior,Female
101411.0,7.0,29.0,4.6,Master,Sales,West,Mid,Female
133179.0,13.0,41.0,3.1,Master,Engineering,South,Senior,Male
77985.0,4.0,24.0,4.1,Master,Sales,South,Junior,Male
68761.0,2.0,21.0,2.8,Master,Marketing,South,Junior,Male
136123.0,13.0,34.0,2.8,Master,Engineering,East,Senior,Male
53334.0,0.0,32.0,2.1,Bachelor,Sales,East,Junior,Female
115277.0,8.0,30.0,2.1,PhD,Finance,East,Mid,Male
133819.0,14.0,40.0,1.2,Master,Engineering,,Senior,Female
109260.0,14.0,37.0,3.1,Bachelor,HR,East,Senior,Female
57687.0,1.0,21.0,2.2,Bachelor,Sales,,Junior,Female
71146.0,4.0,22.0,1.8,Master,Marketing,East,Junior,Male
95286.0,2.0,24.0,1.5,PhD,Engineering,East,Junior,Male
133968.0,12.0,36.0,2.4,Bachelor,Engineering,West,Senior,Female
133714.0,13.0,43.0,4.6,Bachelor,,South,Senior,Male
91604.0,2.0,22.0,3.1,PhD,Engineering,East,Junior,Female
15787.0,5.0,26.0,3.2,PhD,Engineering,North,Mid,Female
109603.0,10.0,40.0,1.2,Bachelor,Marketing,West,Senior,Male
82507.0,0.0,26.0,3.1,Bachelor,Finance,East,Junior,Male
59726.0,1.0,24.0,3.7,Master,HR,West,Junior,
59750.0,1.0,22.0,1.6,Bachelor,Marketing,West,Junior,Female
130022.0,8.0,24.0,4.9,PhD,Engineering,North,Mid,Female
135173.0,10.0,41.0,,Bachelor,Engineering,North,Senior,Male
118439.0,13.0,40.0,5.0,Bachelor,Sales,North,Senior,Male
66701.0,3.0,22.0,2.4,Bachelor,Engineering,South,Junior,Male
70957.0,0.0,24.0,4.3,Bachelor,Marketing,West,Junior,Female
78333.0,4.0,29.0,2.3,Bachelor,Marketing,East,Mid,Male
111235.0,13.0,42.0,4.0,Bachelor,Sales,,Senior,Female
96454.0,7.0,26.0,4.8,Master,Sales,North,Mid,
84635.0,6.0,28.0,1.6,Bachelor,HR,West,Mid,Male
94624.0,5.0,27.0,1.6,PhD,HR,West,Mid,Female
56176.0,2.0,24.0,1.4,Bachelor,Sales,West,Junior,Female
106040.0,7.0,30.0,4.2,Master,Finance,East,Mid,Female
122492.0,12.0,38.0,3.7,Bachelor,Finance,South,Senior,Male
54459.0,2.0,21.0,,Bachelor,Sales,South,Junior,Female
92136.0,4.0,34.0,4.1,Master,Sales,North,Mid,
69378.0,4.0,22.0,4.4,Master,Marketing,South,Junior,Male
104055.0,9.0,33.0,4.8,,Finance,East,Mid,Female
101862.0,6.0,91.0,1.8,Master,Finance,South,Mid,Male
108327.0,9.0,27.0,2.8,Master,Engineering,East,Mid,Male
116671.0,13.0,39.0,4.7,Bachelor,Sales,North,Senior,Female
97740.0,6.0,29.0,2.8,PhD,Marketing,West,Mid,Female
89865.0,5.0,36.0,3.0,Master,Marketing,East,Mid,Male
95982.0,1.0,23.0,4.8,PhD,Engineering,West,Junior,Female
134463.0,15.0,38.0,3.9,Master,Finance,North,Senior,Female
59350.0,1.0,24.0,3.2,Bachelor,,East,Junior,Female
279638.0,14.0,37.0,2.4,Bachelor,HR,East,Senior,Female
89449.0,2.0,26.0,4.7,Master,Finance,South,Junior,Male
68904.0,4.0,,1.0,Master,HR,East,Junior,Male
64927.0,0.0,25.0,2.3,,Sales,North,Junior,Female
130137.0,18.0,38.0,4.8,Master,Marketing,West,Senior,Male
68204.0,1.0,22.0,3.0,Bachelor,Engineering,East,Junior,Male
61934.0,1.0,23.0,3.5,Bachelor,Marketing,North,Junior,Male
76507.0,4.0,25.0,,Bachelor,Engineering,North,Junior,Female
72572.0,3.0,25.0,2.6,Master,Marketing,East,Junior,Male
95242.0,3.0,27.0,3.7,Master,Engineering,South,Junior,Male
104524.0,9.0,35.0,4.1,Bachelor,Engineering,East,Mid,Male
76836.0,1.0,22.0,2.5,Master,Engineering,East,Junior,Male
98920.0,8.0,30.0,3.4,Bachelor,Engineering,South,Mid,Male
50995.0,0.0,23.0,1.3,Bachelor,HR,North,Junior,Female
93305.0,7.0,26.0,3.2,Master,HR,East,Mid,
76876.0,8.0,31.0,4.0,Bachelor,Marketing,South,Mid,Male
84641.0,4.0,26.0,3.3,Master,Engineering,West,Junior,Female
117104.0,8.0,26.0,,Master,Engineering,West,Mid,Male
82152.0,2.0,22.0,2.1,PhD,Engineering,South,Junior,Female
80468.0,1.0,22.0,,Bachelor,Engineering,North,Junior,Female
82473.0,6.0,25.0,,Bachelor,Finance,South,Mid,Female
114731.0,6.0,5.0,3.8,Master,Engineering,North,Mid,
86355.0,4.0,26.0,2.8,Master,,West,Mid,Female
88201.0,5.0,24.0,3.1,Master,Engineering,East,Junior,Female
75394.0,3.0,,1.5,Bachelor,Engineering,South,Junior,Female
68995.0,2.0,25.0,5.0,Bachelor,Marketing,West,Junior,Male
91319.0,8.0,31.0,4.1,Master,Marketing,East,Mid,Male
108495.0,8.0,34.0,2.6,Master,Engineering,West,Mid,Male
65164.0,0.0,21.0,3.3,Bachelor,Engineering,South,Junior,Male
109378.0,16.0,35.0,3.5,Bachelor,Sales,South,Senior,Male
80705.0,4.0,25.0,4.8,Master,Engineering,East,Junior,Female
138891.0,13.0,37.0,4.1,Bachelor,Engineering,South,Senior,Female
70068.0,0.0,27.0,2.4,Bachelor,Finance,West,Junior,Female
120165.0,12.0,39.0,4.9,Bachelor,Marketing,East,Senior,Male
78423.0,6.0,35.0,2.2,Bachelor,Marketing,East,Mid,Female
122028.0,12.0,37.0,3.3,Master,Sales,West,Senior,Female
67368.0,1.0,21.0,3.8,Bachelor,Sales,North,Junior,
86581.0,5.0,31.0,2.1,Bachelor,Marketing,East,Mid,Male
65986.0,1.0,23.0,4.8,Bachelor,Marketing,North,Junior,Female
112277.0,13.0,39.0,1.9,Bachelor,HR,West,Senior,Female
135161.0,14.0,39.0,2.8,Master,Engineering,West,Senior,Female
62270.0,3.0,22.0,1.7,Bachelor,Marketing,East,Junior,Female
88941.0,5.0,26.0,4.5,Master,Sales,South,Mid,
87624.0,7.0,29.0,1.9,Bachelor,Finance,East,Mid,Male
44750.0,0.0,21.0,1.1,Bachelor,Marketing,South,Junior,Male
57905.0,1.0,24.0,1.2,Bachelor,Marketing,North,Junior,Female
123923.0,14.0,36.0,2.7,Bachelor,Engineering,South,Senior,Female
93151.0,7.0,32.0,3.1,Master,Marketing,East,Mid,Male
75249.0,2.0,21.0,1.2,,Engineering,South,Junior,Female
75280.0,4.0,24.0,1.4,Master,Sales,West,Junior,Female
80386.0,1.0,28.0,1.4,Bachelor,Engineering,North,Junior,
89236.0,5.0,32.0,3.7,Bachelor,Marketing,West,Mid,Male
77800.0,3.0,26.0,2.2,Bachelor,Engineering,West,Junior,Female
94582.0,7.0,31.0,3.3,Master,Sales,West,Mid,Male
283119.0,3.0,21.0,1.3,Bachelor,Finance,West,Junior,Female
76900.0,1.0,24.0,4.6,Bachelor,Engineering,South,Junior,Female
62362.0,0.0,25.0,2.2,Bachelor,Marketing,West,Junior,Female
117028.0,19.0,34.0,4.1,Bachelor,Sales,South,Senior,Female
93723.0,0.0,23.0,4.3,PhD,Engineering,West,Junior,Female
118507.0,12.0,29.0,5.0,Master,HR,East,Senior,
89319.0,3.0,22.0,4.0,Master,Engineering,West,Junior,Male
95961.0,5.0,28.0,2.8,Master,Sales,East,Mid,Male
61863.0,1.0,28.0,1.6,Master,Marketing,South,Junior,Female
96698.0,7.0,28.0,1.2,Bachelor,Marketing,,Mid,Female
130398.0,14.0,37.0,4.5,Master,Marketing,South,Senior,Female
73236.0,1.0,23.0,2.8,Bachelor,Engineering,North,Junior,Male
90658.0,5.0,22.0,4.0,Bachelor,Engineering,North,Junior,Female
88472.0,6.0,32.0,3.0,Master,HR,West,Mid,Male
76527.0,0.0,21.0,4.5,Master,Marketing,North,Junior,Male
96083.0,8.0,33.0,4.0,Master,engineering,South,Mid,Female
57824.0,0.0,23.0,1.3,Master,HR,West,Junior,Male
81983.0,6.0,33.0,4.0,Bachelor,HR,,Mid,Male
78667.0,5.0,21.0,2.1,Bachelor,Sales,South,Mid,Male
61966.0,2.0,21.0,4.1,Bachelor,Sales,North,Junior,Female
83175.0,7.0,29.0,4.8,,HR,North,Mid,Male
108618.0,6.0,31.0,4.7,PhD,Sales,West,Mid,Female
78147.0,2.0,22.0,1.5,Bachelor,Engineering,West,Junior,Male
90583.0,8.0,31.0,1.2,Bachelor,Finance,South,Mid,Male
101325.0,8.0,32.0,4.1,Bachelor,Finance,West,Mid,Male
91291.0,0.0,25.0,3.8,PhD,Sales,West,Junior,Male
140163.0,13.0,38.0,1.7,Master,Engineering,East,Senior,Male
80695.0,8.0,30.0,3.7,Bachelor,Sales,East,Mid,Female
66215.0,0.0,22.0,1.1,PhD,HR,South,Junior,Female
,15.0,37.0,3.5,Master,Finance,West,Senior,
84724.0,3.0,21.0,4.3,Bachelor,Engineering,South,Junior,Male
107187.0,3.0,27.0,3.6,PhD,Engineering,East,Mid,Male
66793.0,1.0,25.0,1.3,Bachelor,Finance,East,Junior,Male
81530.0,8.0,28.0,5.0,Bachelor,Sales,East,Mid,Female
81598.0,6.0,27.0,2.4,,Marketing,South,Mid,Female
98364.0,6.0,31.0,2.5,Master,Finance,West,Mid,Male
92973.0,3.0,25.0,1.3,Master,Engineering,North,Junior,Female
70776.0,4.0,23.0,1.7,Bachelor,Marketing,West,Junior,Male
110265.0,5.0,29.0,2.1,PhD,Engineering,South,Mid,Male
60075.0,5.0,25.0,,Bachelor,Sales,East,Junior,Female
62855.0,0.0,26.0,3.8,Master,HR,North,Junior,Female
86955.0,3.0,30.0,3.3,Master,Sales,South,Mid,Male
132360.0,14.0,34.0,4.5,Bachelor,Finance,East,Senior,Male
17102.0,1.0,23.0,5.0,Phd,Marketing,South,Junior,Male
64759.0,1.0,22.0,2.5,PhD,Sales,North,Junior,Female
131500.0,13.0,,99.0,Bachelor,Engineering,East,Senior,Male
112097.0,13.0,39.0,3.9,Master,Sales,West,Senior,Female
78504.0,6.0,31.0,3.6,Master,Sales,South,Mid,Male
86391.0,0.0,26.0,1.1,Master,Engineering,North,Junior,Female
79270.0,8.0,27.0,3.6,Bachelor,Sales,West,Mid,Female
118653.0,15.0,38.0,3.9,Bachelor,Sales,North,Senior,Female
58559.0,1.0,23.0,4.9,Bachelor,HR,South,Junior,Male
101273.0,6.0,30.0,3.3,PhD,Marketing,,Mid,Male
85730.0,9.0,30.0,3.7,Bachelor,HR,East,Mid,Male
99648.0,6.0,29.0,4.2,Bachelor,Engineering,North,Mid,Female
107637.0,4.0,29.0,1.4,PhD,Engineering,South,Mid,Female
90469.0,5.0,33.0,3.9,Master,Marketing,East,Mid,Female
80492.0,6.0,27.0,3.2,Bachelor,Sales,North,Mid,Female
112701.0,7.0,29.0,1.4,PhD,Engineering,North,Mid,Female
63907.0,3.0,27.0,3.7,Master,HR,East,Junior,Female
85462.0,10.0,27.0,1.9,Bachelor,HR,West,Mid,Female
85635.0,8.0,27.0,3.2,Bachelor,,West,Mid,Male
129142.0,13.0,40.0,2.1,Master,Engineering,East,Senior,Female
81955.0,6.0,25.0,1.4,Master,HR,North,Mid,Female
56360.0,0.0,25.0,2.0,Bachelor,Marketing,West,Junior,Female
106629.0,,36.0,2.8,Bachelor,HR,East,Senior,Female
77767.0,5.0,31.0,3.0,Bachelor,HR,South,Mid,Female
109361.0,10.0,34.0,1.6,Master,HR,North,Senior,Male
61302.0,6.0,27.0,2.3,Bachelor,Marketing,South,Junior,Female
83415.0,1.0,21.0,4.4,Bachelor,Engineering,North,Junior,Female
74619.0,0.0,26.0,4.6,Master,Marketing,West,Junior,Female
116864.0,14.0,34.0,3.1,Master,Marketing,South,Senior,Male
125030.0,18.0,43.0,3.0,Master,HR,South,Senior,Female
107947.0,10.0,29.0,3.3,Bachelor,Engineering,East,Mid,Female
82695.0,2.0,29.0,1.9,Bachelor,Engineering,West,Junior,Male
78112.0,,21.0,5.0,Bachelor,Finance,West,Junior,Female
,9.0,28.0,4.0,PhD,HR,North,Mid,Female
95929.0,6.0,33.0,2.0,Master,Finance,East,Mid,Male
71181.0,7.0,25.0,2.1,Bachelor,HR,East,Mid,Male
244720.0,3.0,21.0,3.6,Bachelor,Marketing,North,Junior,Male
84671.0,4.0,31.0,2.3,Master,Marketing,South,Mid,Female
82694.0,5.0,21.0,2.4,Master,Finance,North,Junior,Female
85844.0,,31.0,4.1,Bachelor,Marketing,North,Mid,Female
97018.0,5.0,30.0,2.1,Master,Marketing,North,Mid,Female
147336.0,15.0,33.0,3.8,Master,Engineering,East,Senior,Female
93370.0,8.0,32.0,4.7,Master,Sales,North,Mid,Male
98242.0,8.0,26.0,1.5,PhD,HR,North,Mid,Female
85359.0,1.0,26.0,1.6,Master,Engineering,North,Junior,Male
146574.0,15.0,38.0,4.8,Master,Engineering,West,Senior,Female
84967.0,4.0,22.0,1.8,PhD,Sales,South,Junior,Male
82239.0,2.0,21.0,1.1,Bachelor,Engineering,South,Junior,Male
131798.0,13.0,38.0,4.5,Bachelor,Engineering,South,Senior,Female
94300.0,5.0,27.0,2.1,PhD,Sales,South,Mid,Male
100787.0,8.0,33.0,2.2,Master,,East,Mid,Female
88633.0,0.0,27.0,1.9,PhD,Marketing,East,Junior,Female
,11.0,42.0,4.7,,Engineering,North,Senior,Male
91813.0,1.0,24.0,4.1,Master,Engineering,East,Junior,Male
57078.0,1.0,22.0,3.4,Bachelor,Marketing,South,Junior,Female
63106.0,3.0,23.0,2.8,Master,Sales,West,Junior,Female
62177.0,0.0,22.0,1.6,Bachelor,HR,North,Junior,Female
112288.0,15.0,38.0,4.7,Bachelor,Marketing,North,Senior,Female
71756.0,9.0,31.0,4.0,Bachelor,HR,South,Mid,Male
104300.0,5.0,33.0,2.1,,Engineering,South,Mid,Female
116178.0,15.0,38.0,4.8,Bachelor,Marketing,South,Senior,Male
79757.0,0.0,21.0,,Bachelor,Engineering,East,Junior,Female
76164.0,3.0,22.0,3.6,Bachelor,Finance,North,Junior,Female
,8.0,34.0,4.9,,Marketing,South,Mid,Female
96621.0,6.0,25.0,1.7,PhD,Sales,West,Mid,Male
106011.0,4.0,32.0,3.9,Bachelor,Engineering,North,Mid,Male
83355.0,3.0,22.0,1.6,Bachelor,Engineering,North,Junior,Male
99944.0,6.0,27.0,3.8,Master,Marketing,East,Mid,Female
94720.0,0.0,25.0,4.7,Master,Engineering,North,Junior,Female
70367.0,3.0,28.0,3.1,Master,Marketing,South,Junior,Male
90480.0,4.0,25.0,4.1,Master,Engineering,South,Junior,Female
84186.0,4.0,23.0,1.6,PhD,Marketing,West,Junior,Male
81605.0,4.0,26.0,3.5,Bachelor,HR,North,Mid,Male
64581.0,0.0,23.0,1.3,PhD,HR,North,Junior,Female
118066.0,14.0,34.0,1.1,Master,HR,East,Senior,Male
140643.0,16.0,37.0,3.5,Master,Engineering,South,Senior,Female
115501.0,5.0,29.0,3.3,Master,Engineering,West,Mid,Female
120127.0,11.0,30.0,2.3,Master,Marketing,South,Senior,Male
118547.0,,42.0,3.1,Bachelor,Sales,North,Senior,Female
84791.0,6.0,26.0,3.7,Bachelor,Sales,North,Mid,Male
117079.0,8.0,29.0,3.6,PhD,Engineering,West,Mid,Male
147988.0,15.0,39.0,1.3,Master,Engineering,North,Senior,Male
95872.0,6.0,33.0,3.7,Bachelor,Engineering,West,Mid,Female
72755.0,1.0,21.0,3.6,Master,Finance,West,Junior,Male
107499.0,6.0,22.0,3.7,Master,Engineering,South,Mid,Female
67334.0,1.0,27.0,4.4,Bachelor,Marketing,West,Junior,Male
86122.0,,21.0,3.3,Master,Engineering,North,Junior,Female
76432.0,2.0,25.0,4.8,Master,Marketing,East,Junior,Male
62809.0,4.0,25.0,4.9,Bachelor,Sales,East,Junior,Male
93044.0,0.0,21.0,4.0,PhD,Finance,North,Junior,Female
126886.0,18.0,33.0,2.4,Bachelor,Finance,East,Senior,Male
56186.0,2.0,22.0,1.6,,Sales,East,Junior,Male
82315.0,2.0,21.0,4.3,Bachelor,Finance,West,Junior,Female
81955.0,3.0,21.0,1.6,Master,Finance,East,Junior,Female
67795.0,8.0,30.0,1.6,Bachelor,HR,East,Mid,Male
115181.0,14.0,37.0,4.7,Bachelor,HR,East,Senior,Male
89130.0,3.0,24.0,3.2,Master,Engineering,South,Junior,Female
60470.0,4.0,25.0,2.2,Bachelor,Marketing,North,Junior,Male
105481.0,6.0,24.0,4.9,Master,Engineering,West,Mid,Female
113201.0,,26.0,3.8,Master,Engineering,East,Mid,Female
89630.0,0.0,26.0,3.1,PhD,,North,Junior,
56508.0,1.0,28.0,2.3,Master,Sales,East,Junior,Female
81998.0,6.0,27.0,3.7,Bachelor,HR,South,Mid,Female
54228.0,0.0,24.0,3.9,Bachelor,HR,South,Junior,Male
147768.0,14.0,40.0,3.8,PhD,Finance,East,Senior,Male
79053.0,2.0,24.0,1.8,Master,Finance,East,Junior,Male
85704.0,2.0,23.0,3.8,Bachelor,Engineering,East,Junior,Male
127905.0,13.0,36.0,3.3,Master,Engineering,South,Senior,Female
115320.0,13.0,43.0,4.4,,Sales,South,Senior,Female
105993.0,3.0,24.0,,PhD,Engineering,North,Junior,Female
139353.0,13.0,,1.6,PhD,Engineering,West,Senior,Male
97502.0,8.0,30.0,2.3,PhD,Sales,West,Mid,Female
80923.0,0.0,21.0,4.0,PhD,HR,South,Junior,Male
110805.0,7.0,30.0,4.0,PhD,Marketing,West,Mid,
56403.0,3.0,23.0,1.9,Bachelor,Sales,East,Junior,Male
63627.0,0.0,22.0,2.4,Master,Marketing,North,Junior,Male
81013.0,3.0,24.0,1.1,Master,Engineering,South,Junior,Female
117948.0,9.0,27.0,2.3,PhD,Engineering,South,Mid,Male
,14.0,34.0,1.1,Master,HR,West,Senior,Female
99266.0,7.0,31.0,4.5,Bachelor,Marketing,East,Mid,Female
69033.0,0.0,22.0,3.7,Master,HR,North,Junior,Female
107597.0,7.0,28.0,4.9,Master,Engineering,West,Mid,Female
89988.0,,24.0,4.6,Bachelor,HR,South,Mid,Male
,10.0,40.0,3.4,Bachelor,Marketing,South,Senior,Female
65616.0,0.0,25.0,3.0,Master,Marketing,West,Junior,Female
93505.0,8.0,32.0,4.5,Bachelor,Marketing,East,Mid,
106277.0,9.0,31.0,,Bachelor,Finance,North,Mid,Male
80679.0,4.0,25.0,,Bachelor,Marketing,North,Mid,Female
75613.0,0.0,24.0,,PhD,Marketing,North,Junior,Male
76365.0,0.0,22.0,1.2,Master,Finance,North,Junior,Female
70019.0,5.0,27.0,2.2,Bachelor,HR,East,Mid,Female
115332.0,14.0,39.0,1.3,Master,Sales,South,Senior,Female
